TaxonName_org,TaxonTSN_org,TaxonName_nsOnly,TaxonTSN_nsOnly,TaxonNotes_nsOnly,TaxonName_nsOnly_intres,TaxonTSN_nsOnly_intres,TaxonName_nsNint_maxres,TaxonTSN_nsNint_maxres,TaxonName_nsNint_intres,TaxonTSN_nsNint_intres,SpecSSPGroup,Phylum/Division,CommonName,Synonyms,Citation,DataEntryStatus,DataEntryNotes
Thalassomyces boschmai,no TSN,Thalassomyces,san455,This genus is parasitic on mysids and euphausiids.,Sarcomastigophora,43781,Thalassomyces,san455,Sarcomastigophora,43781,protozoan,Sarcomastigophora ,parasitic protozoan,,"Wing 1975. NEW RECORDS OF ELLOBIOPSIDAE (PROTISTA INCERTAE SEDIS FROM THE NORTH PACIFIC WITH A DESCRIPTION OF THALASSOMYCES ALBATROSSI N.SP., A PARASITE OF THE MYSID STILOMYSIS MAJOR. Fishery Bulletin 73(1).",done,Some host data
Thalassomyces fagei,no TSN,Thalassomyces,san455,This genus is parasitic on mysids and euphausiids.,Sarcomastigophora,43781,Thalassomyces,san455,Sarcomastigophora,43781,protozoan,Sarcomastigophora ,parasitic protozoan,,"Wing 1975. NEW RECORDS OF ELLOBIOPSIDAE (PROTISTA INCERTAE SEDIS FROM THE NORTH PACIFIC WITH A DESCRIPTION OF THALASSOMYCES ALBATROSSI N.SP., A PARASITE OF THE MYSID STILOMYSIS MAJOR. Fishery Bulletin 73(1).",done,Some host data
Thaleichthys pacificus,162051,Thaleichthys pacificus,162051,,Thaleichthys pacificus,162051,Thaleichthys pacificus,162051,Thaleichthys pacificus,162051,fish,Chordata,fish,"Lestidium parri, Osmerus albatrossis, O. pacificus, Salmo pacificus, Thaleichthys stevensi","Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,"Fair prey data, but much of it is low-resolution; good predator data; additional pred and prey data for congeners of synonyms"
Tharyx,67141,Terebellidae,67899,,Terebellidae,67899,Terebellidae,67899,Terebellidae,67899,worm,Annelida,polychaete,,OBISGBIF,done,One prey entry (deposit feeder); little predator data available
Themisto libellula,95168,Hyperiidea,95107,"Sad to lump, as there is some good data for this genus and other genera in this suborder, but lumping to Hyperiidea adds >30 predator links.",Hyperiidea,95107,Hyperiidea,95107,Hyperiidea,95107,amphipod,Arthropoda,amphipod,Parathemisto libellula,OBISGBIF,done,Good prey data for a few congeners; good predator data
Themisto pacifica,656430,Hyperiidea,95107,"Sad to lump, as there is some good data for this genus and other genera in this suborder, but lumping to Hyperiidea adds >30 predator links.",Hyperiidea,95107,Hyperiidea,95107,Hyperiidea,95107,amphipod,Arthropoda,amphipod,Parathemisto pacifica,OBISGBIF,done,Some prey for P. pacifica; excellent predator coverage
Theragra chalcogramma,164722,Theragra chalcogramma,164722,,Theragra chalcogramma,164722,Theragra chalcogramma,164722,Theragra chalcogramma,164722,fish,Chordata,pollock,"Gadus chalcogrammus, G. minor, G. periscopus, Pollachius chalcogrammus, Theragra chalcogrammus, T. fucensis","Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,Good predator and prey data
Thracia condoni,568369,,dropped,"Insufficient data for genus, family and order.",,dropped,,dropped,,dropped,bivalve,Mollusca,bivalve,,OBISGBIF,done,One prey entry (plankton); no predator data available
Thracia myopsis,81964,,dropped,"Insufficient data for genus, family and order.",,dropped,,dropped,,dropped,bivalve,Mollusca,bivalve,,OBISGBIF,done,One prey entry (plankton); no predator data available
Thuiaria gigantea,no TSN,Hydrozoa,48739,"Some genus-specific data is lost, but lots of predator data lists only ""hydrozoa"".",Hydrozoa,48739,Hydrozoa,48739,Hydrozoa,48739,hydroid,Cnidaria,hydroid,,OBISGBIF,done,One prey entry (zooplankton); one predator entry
Thyasira gouldi,80548,Thyasiridae,80494,There are a handful of local predator entries for Thyasira and Axinopsida (ecologically similar spp.) within this family. One useful prey entry.,Thyasiridae,80494,Thyasiridae,80494,Thyasiridae,80494,clam,Mollusca,bivalve,Axinus gouldii,OBISGBIF,done,Very limited predator and prey data available for congeners
Thysanoessa inermis,95573,Thysanoessa inermis,95573,"About 20 predator links would be gained by lumping the Euphausiacea, but there is tons of species-specific data that would be lost.",Euphausiidae,95500,Thysanoessa inermis,95573,Euphausiidae,95500,euphausiid,Arthropoda,krill,"Boreophausia inermis, Rhoda inermis, Thysanoessa borealis, T. neglecta, Thysanopoda inermis, Thysanopoda neglecta",OBISGBIF,done,"Fairly good species-specific prey data, although much of it is low-resolution; excellent predator data; additional pred and prey data for several congeners and for a congener of synonym Thysanopoda"
Thysanoessa longipes,95576,Thysanoessa longipes,95576,,Euphausiidae,95500,Thysanoessa longipes,95576,Euphausiidae,95500,euphausiid,Arthropoda,krill,Thysanoessa armata,NOAA World Ocean Database,done,"Fairly good species-specific prey data, although much of it is low-resolution; good predator data; additional pred and prey data for several congeners"
Thysanoessa raschii,660852,Thysanoessa raschii,660852,,Euphausiidae,95500,Thysanoessa raschii,660852,Euphausiidae,95500,euphausiid,Arthropoda,krill,"Boreophausia raschii, Euphausia raschii, Rhoda raschii, Thysanopoda raschii",OBISGBIF,done,"Fairly good species-specific prey data, although much of it is low-resolution; good predator data; additional pred and prey data for several congeners and for a congener of synonym Thysanopoda"
Thysanoessa spinifera,95578,Thysanoessa spinifera,95578,,Euphausiidae,95500,Thysanoessa spinifera,95578,Euphausiidae,95500,euphausiid,Arthropoda,krill,,NOAA World Ocean Database,done,Good general prey data for this genus; excellent predator data
Tintinnidae,46743,Tintinnina,46620,Lumping adds some pred and prey data.,Ciliophora,46211,Tintinnina,46620,Ciliophora,46211,protozoan,Ciliophora,ciliate,,OBISGBIF,done,Limited predator data
Tonicella lineata,78899,Tonicella,78897,Additional prey data for congener T. granulata and pred data for the genus.,Tonicella,78897,Tonicella,78897,Tonicella,78897,chiton,Mollusca,chiton,Chiton lineatus,OBISGBIF,done,good pred and prey data from intertidal web
Trachipterus altivelis,166341,Trachipterus,166340,Most predator data is for the genus Trachipterus.,Trachipterus,166340,Trachipterus,166340,Trachipterus,166340,fish,Chordata,fish,Trachypterus rexsalmonorum,OBISGBIF,done,Some prey data from a single paper; a little predator data for this species and genus
Travisia forbesii,67366,Opheliidae,67342,,Opheliidae,67342,Opheliidae,67342,Opheliidae,67342,worm,Annelida,polychaete,"Ammotrypane oestroides, Ophelia mamillata",OBISGBIF,done,One prey entry (deposit feeder); a little predator data for this species and more for the genus; some predator data for congener of synonym Ophelia
Travisia pupa,67367,Opheliidae,67342,,Opheliidae,67342,Opheliidae,67342,Opheliidae,67342,worm,Annelida,polychaete,,OBISGBIF,done,One prey entry (deposit feeder); a little predator data for this genus
Tresus capax,80955,Tresus,80954,"There is a lot of predator overlap for the three local genera within the family Mactridae (includes Mactromeris, Spisula, and Tresus) - lumping would also be OK because each species on its own has only mediocre pred data (7-9 spp.). However, no predators would be gained by lumping and some genus-specific detail would be lost.",Tresus,80954,Tresus,80954,Tresus,80954,clam,Mollusca,bivalve,,OBISGBIF,done,A few prey data and fair predator data
Trichodon trichodon,170919,Trichodon trichodon,170919,,Trichodon trichodon,170919,Trichodon trichodon,170919,Trichodon trichodon,170919,fish,Chordata,sandfish,"Trachinus gasteropelecus, Trachinus trichodon, Trichodon lineatus, Trichodon stelleri","Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,Excellent prey and predator coverage
Trichotropis cancellata,72600,Trichotropis cancellata,72600,OK data for the genus,Trichotropis cancellata,72600,Trichotropis cancellata,72600,Trichotropis cancellata,72600,whelk,Mollusca,gastropod,,OBISGBIF,done,"""Kleptoparasite"" on serpulid polychaetes - several good prey papers; good predator data"
Triglops forficatus,167369,Triglops,167368,"Only 1 local species has any good data; lumping adds lots of predators, and species within this genus are all 15-30cm and benthic.",Triglops,167368,Triglops,167368,Triglops,167368,fish,Chordata,sculpin,Elanura forficata,"Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,"No species-specific prey data available, but excellent data for several congeners; one species-specific predator entry and good predator data for this genus"
Triglops macellus,167371,Triglops,167368,,Triglops,167368,Triglops,167368,Triglops,167368,fish,Chordata,sculpin,Prionistius macellus,"Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,"No species-specific prey data available, but excellent data for several congeners; no species-specific predator entries but good predator data for this genus"
Triglops pingelii,644643,Triglops,167368,,Triglops,167368,Triglops,167368,Triglops,167368,fish,Chordata,sculpin,"Triglops beani, T. pacificus, T. pleurostinctus","Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,Excellent prey data; a few species-specific predator entries but ok pred data for this genus
Triglops scepticus,167374,Triglops,167368,,Triglops,167368,Triglops,167368,Triglops,167368,fish,Chordata,sculpin,Triglops uchidai,"Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,"No species-specific prey data available, but excellent data for several congeners; some predator data for this species and additional pred data for congeners"
Trochopus trituba,54651,Trochopus trituba,54651,A couple of papers suggest that this parasitic species may specialize on Sebastes,Trochopus trituba,54651,Trochopus trituba,54651,Trochopus trituba,54651,worm,Platyhelminthes,parasitic monogenean,,"Moles, Heifetz, Love. 1998. Metazoan parasites as potential markers for selected Gulf of Alaska rockfishes. ",done,A few host entries for this species
Tubularia prolifer,48915,Hydrozoa,48739,"Some genus-specific data is lost, but lots of predator data lists only ""hydrozoa"".",Hydrozoa,48739,Hydrozoa,48739,Hydrozoa,48739,hydroid,Cnidaria,hydroid,,NOAA World Ocean Database,done,One prey entry (zooplankton); good coverage of hydroid predators in general and some species- or genus-specific predators listed
Turritella sagai,no TSN,,dropped,No data for the genus; little pred and no prey data for the family.,,dropped,,dropped,,dropped,snail,Mollusca,gastropod,,OBISGBIF,done,No prey and little predator data available
Turritella uvasana,no TSN,,dropped,,,dropped,,dropped,,dropped,snail,Mollusca,gastropod,,OBISGBIF,done,No prey and little predator data available
Typosyllis,65666,Syllidae,65587,,Syllidae,65587,Syllidae,65587,Syllidae,65587,worm,Annelida,polychaete,Syllis,OBISGBIF,done,Little prey data for this genus and synonym; a little predator data for this genus and synonym and some additional predator data for Syllidae
Ulvaceae,6501,Ulvaceae,6501,"Good grazer data for Ulva and Enteromorpha, both of which may be subtidal.",Ulvaceae,6501,Ulvaceae,6501,Ulvaceae,6501,green alga,Chlorophyta,seaweed,,Intertidal web,done,
Vampyroteuthis infernalis,555709,,drop,"just not enough (any) prey.  Some papers cite an obscure old ref (Young 1977) as saying it eats copepods, shrimp, etc, but i can't get my hands on that book. ",,drop,,drop,,drop,octopus,Mollusca,octopus,,OBISGBIF,done,No prey data available; some predator data
Velutina conica,72713,Velutina,72711,No data for the genus; little pred and no prey data for the family.,Velutina,72711,Velutina,72711,Velutina,72711,snail,Mollusca,gastropod,,OBISGBIF,done,Not much predator or prey data available
Venericardia clarki,no TSN,,dropped,Insufficient data for genus and family.,,dropped,,dropped,,dropped,bivalve,Mollusca,bivalve,,OBISGBIF,done,One prey entry (plankton); three predators for congeners
Xenacanthomysis pseudomacropsis,89868,Mysida,89855,"Sad to lump this order, but too many links lost by splitting.",Mysida,89855,Mysida,89855,Mysida,89855,shrimp,Arthropoda,mysid,"Acanthomysis pseudomacropsis, Neomysis pseudomacropsis",OBISGBIF,done,No prey data available for this genus or synonym genera; few predators for this species and synonym A. pseudomacropsis and more for congeners of this X. pseudomacropsis and synonym genera
Yoldia breweri,no TSN,Yoldia,79258,Most data for Yoldiidae is for this genus; lumping to family would add a few predators.,Yoldia,79258,Yoldia,79258,Yoldia,79258,clam,Mollusca,bivalve,,OBISGBIF,done,"No species-specific prey data available, but a few references for congener Y. hyperborea; some predator data for congeners"
Yoldia emersoni,no TSN,Yoldia,79258,,Yoldia,79258,Yoldia,79258,Yoldia,79258,clam,Mollusca,bivalve,,OBISGBIF,done,"No species-specific prey data available, but a few references for congener Y. hyperborea; some predator data for congeners"
Yoldia palachei,no TSN,Yoldia,79258,,Yoldia,79258,Yoldia,79258,Yoldia,79258,clam,Mollusca,bivalve,,OBISGBIF,done,"No species-specific prey data available, but a few references for congener Y. hyperborea; some predator data for congeners"
Yoldia scissurata,79264,Yoldia,79258,,Yoldia,79258,Yoldia,79258,Yoldia,79258,clam,Mollusca,bivalve,,OBISGBIF,done,"No species-specific prey data available, but a few references for congener Y. hyperborea; some species-specific predator data and more data for a congener"
Yoldia sobrina,no TSN,Yoldia,79258,,Yoldia,79258,Yoldia,79258,Yoldia,79258,clam,Mollusca,bivalve,,OBISGBIF,done,"No species-specific prey data available, but a few references for congener Y. hyperborea; some predator data for congeners"
Zalembius rosaceus,169769,,dropped,Insufficient data.,,dropped,,dropped,,dropped,fish,Chordata,perch,Cymatogaster rosaceus,not Allen and Smith (southern distribution only reported),done,"No prey data available, limited predator data; additonal prey and pred data for C. aggregata (congener of synonym)"
Zaprora silenus,171659,Zaprora silenus,171659,,Zaprora silenus,171659,Zaprora silenus,171659,Zaprora silenus,171659,fish,Chordata,prowfish,,"Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,Good prey data; fair predator data
Ziphius cavirostris,180498,Ziphius cavirostris,180498,,Ziphius cavirostris,180498,Ziphius cavirostris,180498,Ziphius cavirostris,180498,mammal,Chordata,whale,"Aliama desmarestii, Aliama indica, Delphinorhynchus australis, Delphinus desmaresti, Delphinus philippii, Epiodon australe, Epiodon australis, Epiodon chathamiensis, Epiodon cryptodon, Epiodon desmarestii, Epiodon heraultii, Epiodon patachonicum, Hyperodon semijunctus, Hyperondon semijunctus, Hyperoodon capensis, Hyperoodon desmarestii, Hyperoodon doumetii, Hyperoodon gervaisii, Petrorhynchus capensis, Petrorhynchus indicus, Petrorhynchus mediterraneus, Ziphiorrhynchus cryptodon, Ziphius aresques, Ziphius australis, Ziphius cavirostris indicus, Ziphius chatamensis, Ziphius chathamensis, Ziphius chathamiensis, Ziphius cryptodon, Ziphius decavirostris, Ziphius grebnitzkii, Ziphius indicus, Ziphius novaezealandiae, Ziphius savii, Zyphius chathamensis",OBISGBIF,done,Good prey data; some predator/parasite data
